LotNo=8J208472500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1807,1.6561,3.3631,25.5,0.2072,892.53,1349.68,441.01,442.36,18.16,3.3631,1349.68,441.01,106,147,1.5647,2.3214,2.2888,2.4556,0.0754,444.53,1.6148,21.09,1.9392,2.3647,2.2888,1349.68,441.01,442.36,2.7531,20.5,3.3631,25.5,25.5,0.2072,0.2072,39.11,48.31,55.86,35.79,51.08,47.13,52.15,45.47,35.75
1808,2.0225,2.9347,42.1,1.7825,1401.63,1104.47,447.58,443.47,21.99,2.9347,1104.47,447.58,107,147,1.7632,2.1502,2.4861,1.5768,2.5809,442.71,2.0407,19.51,1.5484,0.7931,2.4861,1104.47,447.58,443.47,0.6516,19.19,2.9347,42.1,42.1,1.7825,1.7825,41.56,57.96,70.93,48.3,38.29,43.8,38.83,58.14,73.43
1809,1.8781,3.4789,17.1,1.2786,838.75,909.98,455.5,456.89,21.3,3.4789,909.98,455.5,108,147,1.5462,2.0304,2.4763,1.7031,1.2826,444.64,0.6617,20.57,1.2343,1.2,2.4763,909.98,455.5,456.89,0.6326,19.6,3.4789,17.1,17.1,1.2786,1.2786,58.57,63.1,58.9,66.88,54.15,45.41,79.35,62.69,55.93
1810,2.4527,3.3601,40.2,2.5471,955.21,968.57,456.58,447.98,18.95,3.3601,968.57,456.58,109,147,1.5377,1.9705,1.7868,2.1075,0.9131,456.69,0.288,21.85,2.9072,1.6494,1.7868,968.57,456.58,447.98,2.5758,19.75,3.3601,40.2,40.2,2.5471,2.5471,59.81,40.47,62.49,54.84,61.11,63.4,44.84,31.17,50.1
1811,2.1703,3.0835,16,0.8358,910.43,1389.76,447.51,449.37,19.6,3.0835,1389.76,447.51,110,147,1.794,2.2948,1.8105,2.3607,0.579,440.12,2.653,19.1,2.3519,1.333,1.8105,1389.76,447.51,449.37,1.4394,21.26,3.0835,16,16,0.8358,0.8358,53.29,38.33,69.8,64.53,68.14,55.21,48.77,59.37,66.68
1812,2.4706,3.0136,37.7,1.4931,1213,984.06,444.31,450.63,20.55,3.0136,984.06,444.31,111,147,2.0542,1.8212,1.8277,1.9627,0.1434,450.68,1.9509,18.9,0.0398,1.5467,1.8277,984.06,444.31,450.63,2.4371,19.57,3.0136,37.7,37.7,1.4931,1.4931,32.93,69.76,64.85,65.69,52.94,38.88,70.88,76.8,62.42
1813,2.039,3.2503,30.9,1.5784,801.33,1476.23,445.38,451.81,19.31,3.2503,1476.23,445.38,112,147,2.137,2.435,1.75,2.2731,0.7921,458.82,2.0003,20.46,1.5969,0.7045,1.75,1476.23,445.38,451.81,0.2456,18.87,3.2503,30.9,30.9,1.5784,1.5784,39.96,60.34,73.98,64.3,54.79,60.92,66.15,65.99,42.56
1814,2.0283,3.467,20.8,1.0033,1058.55,1448.7,442.56,448.9,19.68,3.467,1448.7,442.56,113,147,1.8582,1.6862,1.5069,1.9428,1.6232,449.11,1.7466,21.21,0.7581,0.4951,1.5069,1448.7,442.56,448.9,0.764,20.91,3.467,20.8,20.8,1.0033,1.0033,76.59,55.09,41.66,61.9,44.76,33.88,59.11,60.37,34.16
1815,1.5757,2.9948,11.9,0.5719,1484.41,1094.76,453.15,445.32,20.51,2.9948,1094.76,453.15,114,147,1.9379,1.9479,2.0678,2.0786,0.8791,452,0.8635,18.09,1.1579,0.1431,2.0678,1094.76,453.15,445.32,2.7196,19.38,2.9948,11.9,11.9,0.5719,0.5719,45.66,51.72,78.67,57.32,70.83,33.74,79.07,51.15,51.65
1816,1.5163,3.411,11.8,2.1831,1447.66,1476.37,441.51,447.2,20.82,3.411,1476.37,441.51,115,147,2.1587,2.2722,1.828,2.0964,2.5115,452.1,0.5497,18.68,2.7981,1.4675,1.828,1476.37,441.51,447.2,0.2679,20.33,3.411,11.8,11.8,2.1831,2.1831,50.89,71.12,49.92,71.8,39.04,36.7,62.28,32.97,59.25
1817,2.3461,3.3967,37.6,1.2082,1324.24,1331.51,447.67,449.84,21.91,3.3967,1331.51,447.67,116,147,1.924,2.1831,2.3585,2.2896,2.7787,458.93,1.2561,21.74,2.3987,2.1441,2.3585,1331.51,447.67,449.84,0.7334,18.01,3.3967,37.6,37.6,1.2082,1.2082,60.35,47.64,68.19,61.24,51.8,40.91,42.7,50.34,31.69
1818,1.689,3.0697,38.2,0.4757,913.05,1146.58,459.57,445.52,21.16,3.0697,1146.58,459.57,117,147,2.2287,2.0233,1.9714,2.4878,1.9808,458.17,1.003,19.05,1.9701,1.5617,1.9714,1146.58,459.57,445.52,1.3178,18.72,3.0697,38.2,38.2,0.4757,0.4757,40.13,60.48,33.22,79.1,59.66,52.14,47.19,45.4,68.64
1819,2.1535,3.3524,27.3,1.8724,1139.2,813.19,459.35,451.86,18.62,3.3524,813.19,459.35,118,147,1.8235,2.1304,2.3184,1.5701,0.1176,448.38,0.7693,18.4,1.0554,2.0551,2.3184,813.19,459.35,451.86,0.9258,19.35,3.3524,27.3,27.3,1.8724,1.8724,37.95,79.26,56.68,63,58.77,43.54,64.31,58.4,55.93
1820,2.4403,3.3143,49,0.0945,805.13,1073.26,450.09,451.52,18.6,3.3143,1073.26,450.09,119,147,2.2954,2.2982,1.7177,2.1058,0.9796,449.91,2.788,20.65,1.787,1.6608,1.7177,1073.26,450.09,451.52,2.1035,18.6,3.3143,49,49,0.0945,0.0945,66.76,42.89,39.62,65.18,42.22,35.34,69.13,64.77,67.37
1821,2.3878,3.1862,48.9,2.5388,1377.5,1237.95,449.93,452.27,21.43,3.1862,1237.95,449.93,120,147,1.7163,1.9728,1.6054,2.3994,1.1961,459.37,2.3098,18.04,0.3643,0.7233,1.6054,1237.95,449.93,452.27,2.5149,20.17,3.1862,48.9,48.9,2.5388,2.5388,76.13,46.83,42.46,78.77,36.38,31.7,54.62,79.62,39.53
1822,2.3744,3.2147,39.5,2.2899,990.41,820.26,454.91,451.33,19.95,3.2147,820.26,454.91,121,147,1.8905,1.7777,1.9984,2.3416,1.8376,440.93,0.9911,19.55,0.7266,1.0237,1.9984,820.26,454.91,451.33,1.4587,19.53,3.2147,39.5,39.5,2.2899,2.2899,53.73,66,55.38,44.01,60.4,77.37,34.43,38.95,45.26
1823,1.9561,2.9456,37.5,0.2601,984.4,871.45,449.76,455.64,19.39,2.9456,871.45,449.76,122,147,2.3562,2.4426,2.0712,1.8632,1.1134,459.6,2.1915,19.26,2.6642,2.6686,2.0712,871.45,449.76,455.64,1.3002,18.34,2.9456,37.5,37.5,0.2601,0.2601,60.95,63.54,36.49,60.18,44.9,71.45,37.28,65.25,66.82
1824,2.3397,3.4918,44.2,2.2559,1148.02,1482.03,449.36,444.9,19.09,3.4918,1482.03,449.36,123,147,1.9264,2.4374,1.6301,2.1399,1.7798,452.21,2.0906,19.01,0.7426,2.3981,1.6301,1482.03,449.36,444.9,1.7507,18.92,3.4918,44.2,44.2,2.2559,2.2559,42.54,68.33,39.33,47.94,63.89,46.99,40.64,52.23,37.79
1825,2.1637,3.325,48.5,1.1766,1495.05,1305.47,441.24,452.88,20.83,3.325,1305.47,441.24,124,147,2.2604,2.0044,1.8053,2.0402,0.5402,443.55,0.5965,19.06,1.7705,1.246,1.8053,1305.47,441.24,452.88,1.359,21.49,3.325,48.5,48.5,1.1766,1.1766,79.09,42.37,76.19,58.49,67.24,65.89,33.62,38.92,66.43
1826,1.8595,2.9029,18.2,2.6302,967.5,821.81,453.33,457.38,21.87,2.9029,821.81,453.33,125,147,2.4568,1.9623,2.0096,1.8207,2.3114,440.8,0.0868,20.76,1.0927,0.5554,2.0096,821.81,453.33,457.38,2.1857,20.05,2.9029,18.2,18.2,2.6302,2.6302,59.36,73.36,33.84,39.3,56.49,55.44,35.47,41.26,75.54
1827,1.753,2.8822,21.8,2.1791,902.32,1212.53,440.65,445.06,18.77,2.8822,1212.53,440.65,126,147,1.9318,2.0854,1.8736,2.3283,0.526,456.35,0.428,20.22,0.5722,1.801,1.8736,1212.53,440.65,445.06,2.7984,19.7,2.8822,21.8,21.8,2.1791,2.1791,79.26,66.47,71.79,31.07,51.48,60.89,77.87,63.65,79.77
1828,2.2967,2.8064,17.3,0.5581,1069.18,1494.79,459.18,448.85,19,2.8064,1494.79,459.18,127,147,1.6752,2.0238,2.4775,2.0535,2.9307,440.23,0.8201,18.32,0.6531,1.6908,2.4775,1494.79,459.18,448.85,0.4479,19.65,2.8064,17.3,17.3,0.5581,0.5581,38.22,56.63,63.44,59.02,39.08,33.39,65.55,44.67,50.94
1829,1.6969,3.1988,19.3,1.4102,958.65,1210.59,458.25,442.06,21.85,3.1988,1210.59,458.25,128,147,1.9986,1.6346,1.7456,1.6045,0.9997,459.75,2.4719,19.21,2.3124,2.1609,1.7456,1210.59,458.25,442.06,1.0336,18.68,3.1988,19.3,19.3,1.4102,1.4102,48.87,45.5,76.3,79.87,63,69.47,35.99,67.98,38.24
1830,1.9647,3.1289,36.3,0.536,1206.34,1391.7,442.83,440.41,18.75,3.1289,1391.7,442.83,129,147,1.9038,2.1257,1.9017,2.3572,1.311,445.09,0.5332,18.98,1.3037,2.1963,1.9017,1391.7,442.83,440.41,1.5523,18.69,3.1289,36.3,36.3,0.536,0.536,57.57,78.18,37.74,56.78,66.54,46.17,30.41,48.76,64.71
1831,1.7935,3.1109,15.5,1.0122,957.22,940.78,443.12,451.05,21.18,3.1109,940.78,443.12,130,147,1.6916,1.5326,1.6184,2.4432,0.9321,448.64,0.1457,18.99,2.3856,2.0297,1.6184,940.78,443.12,451.05,2.7418,21.26,3.1109,15.5,15.5,1.0122,1.0122,41.45,39.15,52.85,50.07,36.14,50.9,54.61,30.88,38.53
1832,1.5258,3.184,27.5,1.4201,1449.93,917.55,449.7,450.49,19.71,3.184,917.55,449.7,131,147,1.8904,2.0613,1.7275,2.2287,1.0275,459.28,1.9651,20.34,2.4308,0.6665,1.7275,917.55,449.7,450.49,1.7088,20.99,3.184,27.5,27.5,1.4201,1.4201,66.92,68.21,40.74,50.84,46.1,78.27,74.64,45.69,76.82
1833,2.2542,2.9935,47.9,0.1792,1302.96,975.14,443.35,451.09,18.12,2.9935,975.14,443.35,132,147,2.2499,2.208,1.5051,1.8344,1.4277,454.71,0.3758,19.87,1.1895,1.5735,1.5051,975.14,443.35,451.09,2.3773,21.5,2.9935,47.9,47.9,0.1792,0.1792,32.61,77.41,76.16,36.3,65.5,66.42,47.88,68.23,49.75
1834,2.2307,2.8313,36.7,1.4572,832.13,859.48,442.37,443.01,20.73,2.8313,859.48,442.37,133,147,2.3684,2.2577,1.6456,1.7924,2.6754,459.77,1.1644,18.31,2.1023,1.2471,1.6456,859.48,442.37,443.01,1.2652,20.12,2.8313,36.7,36.7,1.4572,1.4572,57.25,45.42,35.33,45.21,37.05,51.97,37.02,60.48,43.56
1835,2.2424,3.0963,20.3,0.3856,1394.02,1254.15,447.87,445.35,19.52,3.0963,1254.15,447.87,134,147,2.3997,1.6294,2.3052,1.9109,2.4718,457.65,1.6531,18.3,0.7276,2.1816,2.3052,1254.15,447.87,445.35,1.6234,20.16,3.0963,20.3,20.3,0.3856,0.3856,42.54,68.78,45.9,61.55,40.12,50.08,61.85,76.25,74.76
1836,2.2465,3.0995,10.3,0.0923,1283.54,1054.52,443.64,454.02,20.64,3.0995,1054.52,443.64,135,147,1.503,2.4678,1.9638,2.2381,1.6979,455.61,0.9401,20.73,2.3669,2.3501,1.9638,1054.52,443.64,454.02,1.1957,21.33,3.0995,10.3,10.3,0.0923,0.0923,46.63,72.79,38.82,73.71,67.41,62.24,36.98,52.12,44.02
1837,2.2279,2.857,12,1.2786,1415.32,1157.56,453.49,450.15,21.35,2.857,1157.56,453.49,136,147,1.544,1.6844,2.039,1.8701,1.4367,457.05,2.8457,18.02,2.9666,2.0405,2.039,1157.56,453.49,450.15,0.8501,19.63,2.857,12,12,1.2786,1.2786,79.63,59.4,53.01,68.92,49.08,48.42,36.93,33,48.43
1838,2.0947,3.01,34.4,0.2559,1308.32,823.89,451.68,454.43,20.68,3.01,823.89,451.68,137,147,1.6116,1.7988,1.8758,1.7974,1.4741,449.85,0.6818,18.38,1.9852,0.592,1.8758,823.89,451.68,454.43,2.853,20.26,3.01,34.4,34.4,0.2559,0.2559,36.5,58.72,66.85,57.12,55.02,47.7,39.2,51.84,37.83
1839,2.1679,3.4528,49.1,2.994,908.73,1318.18,456.01,450.36,20.53,3.4528,1318.18,456.01,138,147,2.4517,2.3258,1.7501,2.2942,1.1637,440.5,2.5409,19.93,0.3933,2.8349,1.7501,1318.18,456.01,450.36,0.0601,20.7,3.4528,49.1,49.1,2.994,2.994,60.97,30.99,44.99,66.31,68.74,75.06,55.06,57.02,66.31
1840,2.1523,3.2621,43.6,0.0295,944.23,1468.44,454.45,455.73,18.6,3.2621,1468.44,454.45,139,147,1.9798,1.6576,2.2479,1.845,2.8176,455.23,0.1963,19.95,1.2014,2.1111,2.2479,1468.44,454.45,455.73,2.336,21.42,3.2621,43.6,43.6,0.0295,0.0295,31.28,78.8,33.07,41.65,51.62,32.48,42.92,60.36,58.11
1841,2.2047,2.881,18.1,2.9802,1333.12,903.65,441.64,440.94,20.92,2.881,903.65,441.64,140,147,2.3689,1.9671,2.2201,1.6415,1.9868,456.12,2.9549,19.1,1.2984,2.5366,2.2201,903.65,441.64,440.94,2.4008,21.52,2.881,18.1,18.1,2.9802,2.9802,58.95,59.77,37.56,76.11,41.86,51.37,41.59,34.19,66.58
1842,1.5293,3.1781,14.3,2.0173,1006.07,1112.49,455.1,444.12,21.36,3.1781,1112.49,455.1,141,147,2.4068,2.2606,1.9636,1.7035,0.6872,446.29,1.0305,21.01,1.3936,1.9711,1.9636,1112.49,455.1,444.12,1.6511,20.22,3.1781,14.3,14.3,2.0173,2.0173,40.37,57.49,72.85,65.35,66.64,63.04,34.8,48.38,54.88
1843,2.3129,3.2324,43.7,1.8689,1212.15,903.95,445.71,449.15,19.33,3.2324,903.95,445.71,142,147,1.6576,1.7144,1.8478,1.8157,2.5075,441.62,0.9573,19.43,0.6996,2.0584,1.8478,903.95,445.71,449.15,2.4911,21.08,3.2324,43.7,43.7,1.8689,1.8689,66.25,59.68,69.36,46.32,43.08,66.25,42,74.8,63.48
1844,2.0066,3.1494,11.7,2.5573,1126.69,1406.68,443.32,454.11,18.85,3.1494,1406.68,443.32,143,147,2.3638,1.7351,1.8489,1.5643,0.0119,446.67,2.9565,21.48,2.7137,2.6909,1.8489,1406.68,443.32,454.11,2.9017,21.7,3.1494,11.7,11.7,2.5573,2.5573,61.57,54.41,53.56,33.85,36.45,63.14,74.81,45.96,72.01
1845,1.6264,3.3383,41.7,2.7225,1412.29,1344.48,451.35,456.43,18.48,3.3383,1344.48,451.35,144,147,1.8733,2.0208,2.372,1.6311,2.3653,448,2.8921,18.51,2.9862,0.958,2.372,1344.48,451.35,456.43,1.283,19.16,3.3383,41.7,41.7,2.7225,2.7225,33.65,37.98,61.37,57.83,69.81,52.61,78.76,43.95,74.18
1846,2.4341,3.1687,38.4,1.4277,906.44,1290.82,452.25,448.87,21.84,3.1687,1290.82,452.25,145,147,2.3363,1.5953,2.3526,1.9568,0.7335,450.84,0.3134,18.51,1.1635,2.1262,2.3526,1290.82,452.25,448.87,0.1527,21.63,3.1687,38.4,38.4,1.4277,1.4277,36.41,48.47,39.26,72.3,44.87,68.29,38.14,58.02,30.94
1847,1.5999,3.3401,15.9,0.9742,853.13,931.55,452.22,440.38,20.35,3.3401,931.55,452.22,146,147,1.9253,2.3659,1.9966,1.5275,1.0876,449.13,2.4254,20.03,0.7556,0.4689,1.9966,931.55,452.22,440.38,2.5361,21.34,3.3401,15.9,15.9,0.9742,0.9742,47.92,77.56,59.2,32.19,70.57,65.11,68.72,53.71,76.14
1848,2.1548,2.8433,24.9,0.6287,1425.14,912.09,447.41,448.09,18.3,2.8433,912.09,447.41,147,147,1.7361,1.6658,2.0127,2.4027,0.8449,441.28,0.2088,21.81,2.7658,2.2731,2.0127,912.09,447.41,448.09,1.7206,18.27,2.8433,24.9,24.9,0.6287,0.6287,75.42,34.43,56.36,74.36,44.97,72.38,69.04,59.87,59.34
1849,1.9326,3.4847,23.4,2.2868,1181.25,1283.66,458.05,459.23,19.28,3.4847,1283.66,458.05,148,147,1.8684,2.2204,2.1111,1.8129,2.1961,451.79,1.2537,18.46,1.1746,1.3212,2.1111,1283.66,458.05,459.23,2.6842,18.98,3.4847,23.4,23.4,2.2868,2.2868,63.11,67.17,48.89,32.23,72.68,50.24,34.02,52.77,37.89
1850,2.3229,3.2499,20.9,1.1717,934.3,916.34,449.73,441.11,21.98,3.2499,916.34,449.73,149,147,1.9486,1.8439,1.7308,2.3247,0.2192,454.43,0.0941,20.29,1.9509,1.1304,1.7308,916.34,449.73,441.11,2.6905,18.22,3.2499,20.9,20.9,1.1717,1.1717,40.64,50.72,64.22,43.11,37.9,52.87,51.76,78.77,78.45
1851,2.3061,3.1879,15.4,1.4138,803.42,1432.91,458.69,450.51,18.38,3.1879,1432.91,458.69,150,147,2.0578,1.63,2.0541,1.5938,0.7979,451.94,0.5018,21.57,1.2501,2.1512,2.0541,1432.91,458.69,450.51,0.0937,19.89,3.1879,15.4,15.4,1.4138,1.4138,42.75,42.61,55.29,62.46,55.5,55.75,51.02,34.11,31.43
1852,1.6584,2.8094,41.7,0.1225,1162.04,845.4,451.02,459.16,19.06,2.8094,845.4,451.02,151,147,1.9969,2.3234,2.4818,2.2203,0.519,442.94,1.8895,21.02,0.6485,0.3166,2.4818,845.4,451.02,459.16,2.6259,20.83,2.8094,41.7,41.7,0.1225,0.1225,71.3,68.18,79.84,70.47,41.84,71.97,51.4,38.24,43.53
1853,1.6927,2.9345,31.2,1.8803,1173.01,957.07,446.21,450.24,19.79,2.9345,957.07,446.21,152,147,2.3466,1.5376,1.8261,1.8419,1.7064,447.87,2.2193,18.73,1.4409,1.355,1.8261,957.07,446.21,450.24,0.8929,19.94,2.9345,31.2,31.2,1.8803,1.8803,42.04,63.45,41.09,52.22,47.87,59.26,38.56,62.94,45.79
1854,2.2366,2.9331,24.1,2.3525,1480.92,1373.54,440.3,443.89,21.24,2.9331,1373.54,440.3,153,147,2.4145,1.6678,2.2017,1.5864,1.9901,453.79,2.9124,18.93,1.6549,1.5571,2.2017,1373.54,440.3,443.89,2.7465,20.64,2.9331,24.1,24.1,2.3525,2.3525,72.67,56.37,79.41,49.08,43.23,72.12,32.38,36.99,71.07
1855,1.9599,3.1483,46,1.9889,1053.44,899.39,448.82,445.45,21.4,3.1483,899.39,448.82,103,148,2.4695,1.8567,2.3844,1.9047,2.9995,459.94,1.1354,18.21,2.7266,2.5873,2.3844,899.39,448.82,445.45,2.0918,21.1,3.1483,46,46,1.9889,1.9889,68.85,47.69,63.34,40.15,53.54,44.67,37.04,37.6,72.05
1856,2.4204,3.4019,27.2,2.0402,981.5,1039.27,442.59,441.54,21.87,3.4019,1039.27,442.59,104,148,2.263,1.6076,1.9951,2.2189,2.5552,448.67,2.4643,18.08,0.1794,1.8698,1.9951,1039.27,442.59,441.54,2.3408,21.88,3.4019,27.2,27.2,2.0402,2.0402,73.55,35.01,76.78,68.76,70.97,53.78,43.44,68.76,43.61
1857,2.3896,3.3428,44.1,0.8933,975.32,1233.21,458.78,440.84,19.7,3.3428,1233.21,458.78,105,148,1.6487,1.5946,1.7456,2.1979,0.4414,442.74,0.4949,20.62,2.9708,2.2196,1.7456,1233.21,458.78,440.84,0.6924,20.45,3.3428,44.1,44.1,0.8933,0.8933,35.21,63.58,43.35,63.86,54.07,73.11,74.74,38.36,72.95
1858,2.0828,2.9188,12.9,1.7966,1197.68,1115.09,458.45,459.1,20.22,2.9188,1115.09,458.45,106,148,1.6824,2.2324,1.9988,2.2902,0.0308,442.63,0.0608,20.93,0.4402,1.9666,1.9988,1115.09,458.45,459.1,0.1101,19.6,2.9188,12.9,12.9,1.7966,1.7966,79.55,70.83,65.38,34.83,61.87,61.72,68.48,31.98,52.74
1859,2.3299,3.1719,45.2,1.1384,1027.15,1439.35,449.95,448.54,21.16,3.1719,1439.35,449.95,107,148,1.8057,2.3704,2.4624,1.812,2.6742,440.29,2.6499,19.26,1.9042,0.1872,2.4624,1439.35,449.95,448.54,2.1697,19.48,3.1719,45.2,45.2,1.1384,1.1384,63.11,77.32,72.62,31.16,67.14,45,36.45,33.25,61.43
1860,2.4904,2.8732,29.3,2.641,1416,1034.12,448.32,445.81,18.59,2.8732,1034.12,448.32,108,148,1.5284,2.1777,2.043,1.6793,2.7681,456.48,2.9319,21.17,1.7131,0.2769,2.043,1034.12,448.32,445.81,0.5271,21.7,2.8732,29.3,29.3,2.641,2.641,46.61,58.8,38.53,53.8,30.72,72.37,58.67,38.59,50.31
1861,1.7176,3.3745,20.5,2.248,1078.3,1133.05,446.01,452.16,19.93,3.3745,1133.05,446.01,109,148,2.1771,2.2619,1.8631,1.9754,1.0938,443.6,2.6338,21.23,0.6825,2.6973,1.8631,1133.05,446.01,452.16,1.306,18.73,3.3745,20.5,20.5,2.248,2.248,37.73,38.79,66.55,34.61,47.46,57,77.42,50.06,30.65
1862,1.7986,3.2389,23.4,0.6677,1445.78,1301.06,455.09,459.7,18.61,3.2389,1301.06,455.09,110,148,1.7259,1.9446,1.6556,1.7428,0.4397,450.1,1.7943,20.4,0.8867,2.717,1.6556,1301.06,455.09,459.7,0.1957,18.96,3.2389,23.4,23.4,0.6677,0.6677,37.84,63.48,74.01,60.28,32.55,51.83,40.6,76.56,59.66
1863,2.3858,2.9172,43.8,2.9296,985.44,1482.42,453.66,451.34,18.85,2.9172,1482.42,453.66,111,148,1.681,2.2361,1.661,1.9087,0.946,448.51,2.7102,21.94,2.2779,0.2207,1.661,1482.42,453.66,451.34,2.2938,19.44,2.9172,43.8,43.8,2.9296,2.9296,41,69.81,47.55,75.8,33.81,72.58,41.55,73.52,51.34
1864,2.3264,3.4166,30.5,1.678,816.5,1246.34,443.1,458.89,21,3.4166,1246.34,443.1,112,148,1.949,1.8635,1.8438,2.2044,1.481,446.75,2.1637,19.41,2.8735,1.5742,1.8438,1246.34,443.1,458.89,0.1768,20.18,3.4166,30.5,30.5,1.678,1.678,59.43,75.45,59.35,62.69,36.6,58.11,72.18,46.2,48.92
1865,2.1239,3.1715,18.4,2.6493,985.51,1269.49,442.8,456.99,20.73,3.1715,1269.49,442.8,113,148,2.2396,1.6572,1.9869,2.4846,0.28,459.79,2.1418,21.51,2.8758,2.5177,1.9869,1269.49,442.8,456.99,0.8342,18.9,3.1715,18.4,18.4,2.6493,2.6493,60.21,33.19,31.68,77.99,62.91,64.17,70.4,48.49,38.32
1866,2.3103,3.3572,29.8,2.6836,1491.87,1185.9,454.46,447.4,21.23,3.3572,1185.9,454.46,114,148,2.2992,1.9838,2.464,2.3427,0.8798,440.41,2.1713,19.11,2.6335,1.9517,2.464,1185.9,454.46,447.4,2.0931,21.27,3.3572,29.8,29.8,2.6836,2.6836,48.88,69.84,53.33,78.07,65.47,49.42,36.79,34.08,32.15
1867,2.4483,3.1567,35.8,1.8212,897.03,888.8,453.88,441.7,19.05,3.1567,888.8,453.88,115,148,2.1886,2.2946,2.2577,2.077,1.4408,455.66,0.2336,20.71,0.7053,1.7674,2.2577,888.8,453.88,441.7,2.309,18.41,3.1567,35.8,35.8,1.8212,1.8212,51.14,76.19,76.33,55.55,46.49,64.95,75,47.6,71.67
1868,2.3109,2.8452,24.4,1.1919,1163.37,1493.85,457.07,456.82,20.97,2.8452,1493.85,457.07,116,148,1.5266,1.6029,1.5506,1.5356,0.0967,444.02,0.8113,21.68,0.1619,1.7214,1.5506,1493.85,457.07,456.82,1.8599,20.86,2.8452,24.4,24.4,1.1919,1.1919,34.23,47.04,71.57,33.37,39.77,72.57,64.78,62.53,74.01
1869,2.4439,3.4265,27,0.3675,1070.49,1186.87,447.36,446.27,21.15,3.4265,1186.87,447.36,117,148,2.2595,1.8703,2.413,1.9477,2.331,442.77,0.7756,21.33,0.7288,1.2404,2.413,1186.87,447.36,446.27,2.7774,21.43,3.4265,27,27,0.3675,0.3675,63.2,53.24,41.48,65.29,31.43,62.5,64.92,77.19,56.94
1870,1.956,2.8761,20.7,0.3196,950.03,1433.3,451.13,455.17,21.96,2.8761,1433.3,451.13,118,148,2.4056,2.0159,1.6582,1.5271,0.2883,445.01,2.9574,18.74,1.778,0.7328,1.6582,1433.3,451.13,455.17,0.45,19.53,2.8761,20.7,20.7,0.3196,0.3196,46.31,72.15,30.16,63.03,39.54,41.72,37.04,49.47,40
1871,2.4395,3.0221,15.4,0.6486,1025.97,1293.35,459.79,451.69,21.05,3.0221,1293.35,459.79,119,148,2.359,1.7008,2.3881,2.3829,1.753,452.56,0.0729,21.08,0.1806,2.1105,2.3881,1293.35,459.79,451.69,1.1002,19.13,3.0221,15.4,15.4,0.6486,0.6486,40.8,38.42,47.71,51.2,67.43,48.69,35.8,58.85,36.09
1872,1.853,3.1593,28.5,1.1503,1192.06,1420.01,454.77,443.78,19.08,3.1593,1420.01,454.77,120,148,2.3086,2.4827,2.3126,2.1122,0.0326,457.19,0.8385,20.98,1.6907,2.7391,2.3126,1420.01,454.77,443.78,0.3424,18.44,3.1593,28.5,28.5,1.1503,1.1503,42.2,62.27,69.25,39.55,72.15,71.69,42.51,73.22,49.59
1873,1.5795,3.012,48,2.6776,1407.09,1011.65,443.02,447.62,18.51,3.012,1011.65,443.02,121,148,1.7811,1.9191,2.2943,1.5062,0.3604,445.08,0.8904,19.56,1.537,0.5912,2.2943,1011.65,443.02,447.62,0.8044,20.81,3.012,48,48,2.6776,2.6776,49.03,41.6,41.91,33.94,30.57,69.66,41.65,67.02,31.82
1874,1.671,3.0537,15.3,1.4181,1152.35,1069.71,444.99,453.87,21.57,3.0537,1069.71,444.99,122,148,2.4708,2.0733,1.8229,1.85,2.1841,445.46,1.8475,21.38,1.9297,2.4024,1.8229,1069.71,444.99,453.87,0.2068,19.96,3.0537,15.3,15.3,1.4181,1.4181,54.02,74.55,72.31,43.97,47,48.42,68.51,56.81,39.73
1875,1.5622,2.9608,39.8,2.6803,1392.53,1037.77,450.01,456.67,20.3,2.9608,1037.77,450.01,123,148,2.0022,2.0738,2.4024,2.1362,2.3946,446.61,2.6477,19.78,0.4123,2.3379,2.4024,1037.77,450.01,456.67,2.9194,21.21,2.9608,39.8,39.8,2.6803,2.6803,33.54,63.27,30.64,61.4,56.37,72.76,53.02,59.77,78.42
