LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1978,1.9021,3.2508,20.9,1.3587,1444.32,1472.01,440.83,452.35,20.64,3.2508,1472.01,440.83,124,150,1.7025,1.9782,1.5232,2.0453,1.1949,449.13,1.2954,18.41,0.8724,0.2002,1.5232,1472.01,440.83,452.35,1.319,21.11,3.2508,20.9,20.9,1.3587,1.3587,51.42,65.29,64.95,48.45,76.84,47.71,71.15,79.09,62.33
1979,2.1519,3.4208,33.9,2.7197,882.3,1446.44,454.15,456.75,18.62,3.4208,1446.44,454.15,125,150,2.384,2.076,1.6942,1.6923,1.4353,443.51,2.618,19.41,0.3506,2.7788,1.6942,1446.44,454.15,456.75,2.8776,20.03,3.4208,33.9,33.9,2.7197,2.7197,71.49,56.46,68.49,34.65,58.07,69.13,79.04,76.9,57.65
1980,1.7263,3.2556,19.6,2.0427,1272.81,1375.71,441.69,443.67,21.94,3.2556,1375.71,441.69,126,150,1.9482,2.0668,2.0307,2.0038,2.2559,442.47,1.6988,18.16,1.3729,1.1021,2.0307,1375.71,441.69,443.67,0.4707,20.25,3.2556,19.6,19.6,2.0427,2.0427,68.61,68.61,76.05,59.63,63.09,57.29,71.04,64.81,61.3
1981,1.8244,3.0228,49.4,1.3998,1460.12,985.65,451.89,442,20.19,3.0228,985.65,451.89,127,150,2.1636,1.8977,1.8853,1.5145,2.8381,458.28,0.5417,21.57,1.5883,2.5466,1.8853,985.65,451.89,442,2.6585,18.15,3.0228,49.4,49.4,1.3998,1.3998,34.06,35.35,42.95,45.23,34.7,70.57,34.49,71.96,60.02
1982,2.4343,2.8238,36.4,2.6782,802.23,836.88,454.85,449.31,18.09,2.8238,836.88,454.85,128,150,1.814,1.5829,1.9157,1.7405,2.2006,446.25,0.8834,20,2.6298,0.0544,1.9157,836.88,454.85,449.31,1.4917,19.76,2.8238,36.4,36.4,2.6782,2.6782,32.37,71.25,43.57,35.34,53.44,57.03,51.1,35.71,39.35
1983,1.9351,3.2814,32.3,2.0784,820.88,1159.58,455.2,446.52,21.16,3.2814,1159.58,455.2,129,150,2.0889,1.8553,1.6375,2.4381,2.4271,448.44,1.9031,20.2,2.0457,2.5633,1.6375,1159.58,455.2,446.52,2.4248,21.06,3.2814,32.3,32.3,2.0784,2.0784,37.78,52.55,42.21,49.46,73.33,76.16,64.22,36.78,62.67
1984,2.0565,3.3106,48,0.7537,1217.12,927.96,452.03,446.49,19.27,3.3106,927.96,452.03,130,150,1.7383,2.0805,1.571,1.5546,2.2907,440.86,0.3807,20.07,0.8812,1.7516,1.571,927.96,452.03,446.49,0.1224,18.93,3.3106,48,48,0.7537,0.7537,77.76,32.72,74.62,35.15,78.28,71.91,72.2,60.27,33.87
1985,2.0132,3.4575,38.5,2.239,1239.38,1027.91,446.57,445.58,18.85,3.4575,1027.91,446.57,131,150,1.9806,1.7662,2.268,2.4026,1.3568,447.64,1.7502,21.96,2.4096,0.7966,2.268,1027.91,446.57,445.58,2.4267,21.64,3.4575,38.5,38.5,2.239,2.239,42.86,38.1,34.8,53.83,51.03,72.83,62.62,38.25,52.59
1986,2.127,3.264,19,1.8168,1162.87,899.31,447.19,453.2,19.15,3.264,899.31,447.19,132,150,1.8614,2.0079,1.6314,1.5499,2.752,453.66,2.6283,21.75,0.1554,0.8316,1.6314,899.31,447.19,453.2,0.7901,21.24,3.264,19,19,1.8168,1.8168,68.17,43.48,60,45.41,50.57,44.26,70.38,74.72,78.4
1987,2.1882,3.3806,31.7,2.2462,1342.61,1211.73,459.14,447.69,19.81,3.3806,1211.73,459.14,133,150,1.8715,2.4666,1.9934,2.3335,2.3679,446.75,0.2086,18.26,2.7307,1.7622,1.9934,1211.73,459.14,447.69,1.7801,21.89,3.3806,31.7,31.7,2.2462,2.2462,34.92,34.88,35.59,44.97,31.21,77.52,34.26,76.21,56.79
1988,2.2016,3.377,44.6,1.0045,1479.22,1234.51,448.07,454.18,20.02,3.377,1234.51,448.07,134,150,1.7744,1.5918,1.5246,2.0228,2.0595,456.19,2.0897,20.92,1.6478,1.4871,1.5246,1234.51,448.07,454.18,1.1075,21.62,3.377,44.6,44.6,1.0045,1.0045,39.6,51.45,68.57,49.22,37.34,30.84,45.93,67.48,48.13
1989,2.1512,3.2704,46.8,2.8929,1056.04,1173.14,447.49,441.05,19.38,3.2704,1173.14,447.49,135,150,1.845,2.0732,1.5386,2.0329,2.1605,448.11,1.0543,19.84,0.784,2.6244,1.5386,1173.14,447.49,441.05,2.115,19.79,3.2704,46.8,46.8,2.8929,2.8929,50.22,59.18,30.3,42.87,76.19,45.79,55.89,53.79,67.92
1990,1.5558,2.8687,49.2,0.885,990.13,1116.51,449.57,452.64,19.56,2.8687,1116.51,449.57,136,150,1.861,1.5935,2.4257,1.6036,0.5443,459.94,2.7596,21.37,2.1772,0.7899,2.4257,1116.51,449.57,452.64,2.3109,19.18,2.8687,49.2,49.2,0.885,0.885,45.96,31.16,47.47,68.34,47.9,58.82,63.29,55.34,54.5
1991,2.2257,3.2155,10.4,0.4388,813.99,857.87,444.46,456.74,19.99,3.2155,857.87,444.46,137,150,2.3977,2.2782,2.1127,2.1898,1.7274,447.93,1.9595,20.81,0.7416,2.8124,2.1127,857.87,444.46,456.74,0.7798,21.37,3.2155,10.4,10.4,0.4388,0.4388,51.78,56.02,65.44,39.55,63.63,69.64,31.26,73.89,39.58
1992,2.3227,3.262,35.5,1.2531,1268.29,1021.92,444.98,454.38,19.5,3.262,1021.92,444.98,138,150,1.7846,2.43,2.0162,1.5014,0.2306,443.16,2.0633,19.29,2.9224,0.9447,2.0162,1021.92,444.98,454.38,2.6377,21.23,3.262,35.5,35.5,1.2531,1.2531,67.22,55.3,66.35,65.74,46.99,64.61,49.08,40.93,34.26
1993,2.0372,3.1048,28.6,0.8807,1470.82,1015.36,448.29,444.88,20.72,3.1048,1015.36,448.29,139,150,2.4383,1.9314,1.9056,2.3939,0.9182,457.83,0.81,21.44,1.8471,2.4692,1.9056,1015.36,448.29,444.88,2.9444,18.43,3.1048,28.6,28.6,0.8807,0.8807,78.88,70.94,66.68,64.68,74.99,33.74,78.92,42.62,37.18
1994,1.7181,3.2114,49.8,2.8351,816.72,1145.35,452.99,453.79,20.44,3.2114,1145.35,452.99,140,150,1.6974,1.7926,2.0526,1.7692,2.0541,459.65,2.504,18.66,2.2232,2.549,2.0526,1145.35,452.99,453.79,1.0077,21,3.2114,49.8,49.8,2.8351,2.8351,31.91,56.93,57.56,65.25,63.16,36.6,32.6,49.48,59.38
1995,1.9837,3.4923,26,2.5918,943.75,1017.87,441.92,441.65,20.95,3.4923,1017.87,441.92,141,150,1.5395,1.5723,2.1579,1.5814,0.1881,452.03,0.1138,20.87,1.0693,0.3019,2.1579,1017.87,441.92,441.65,2.6144,20.91,3.4923,26,26,2.5918,2.5918,36.13,76.04,62.8,40.2,76.37,45.57,40.8,55.28,52.61
1996,2.0513,3.3369,23.5,0.7347,915.3,911.15,447.5,454.57,19.29,3.3369,911.15,447.5,142,150,2.3065,2.1501,2.2107,2.4953,0.7724,445.06,2.4106,20.09,2.9775,1.0363,2.2107,911.15,447.5,454.57,2.3445,20.55,3.3369,23.5,23.5,0.7347,0.7347,55.74,39.4,63.02,36.9,43.81,53.03,53.99,59.35,55.88
1997,2.2473,3.42,12.6,0.1986,952.67,1259.4,447.69,440.66,21.1,3.42,1259.4,447.69,143,150,1.9464,2.2009,2.2693,1.6953,0.0347,458.85,0.8431,21.71,2.5523,2.9336,2.2693,1259.4,447.69,440.66,1.7312,20.59,3.42,12.6,12.6,0.1986,0.1986,74.13,68.78,65.69,47.07,67,44.37,38.29,55.63,69.87
1998,1.8051,3.0426,38.5,0.7549,1302.03,814.51,445.05,440.53,20.63,3.0426,814.51,445.05,144,150,1.9711,1.8839,2.0376,2.4804,2.6647,441.92,2.4423,19.79,2.1205,0.9846,2.0376,814.51,445.05,440.53,1.4865,21.98,3.0426,38.5,38.5,0.7549,0.7549,37.41,38.5,42.42,56.83,52.35,42.73,50.19,40.63,65.31
1999,1.7698,3.1849,10.8,1.5128,1480.13,944.67,452.81,451.75,21.2,3.1849,944.67,452.81,145,150,1.5162,2.2219,2.1361,1.6564,0.2414,443.49,2.732,20.27,0.6452,0.1002,2.1361,944.67,452.81,451.75,1.1918,19.16,3.1849,10.8,10.8,1.5128,1.5128,48.48,78.48,50.31,57.5,77.29,59.61,61.5,72.19,57.35
2000,1.8754,3.4735,10.8,2.3193,1289.35,953.68,442.81,453.6,18.55,3.4735,953.68,442.81,146,150,1.6709,1.6643,1.5806,1.5876,2.2618,448.11,2.3635,19.62,2.9193,0.3983,1.5806,953.68,442.81,453.6,0.2386,18.04,3.4735,10.8,10.8,2.3193,2.3193,72,31.88,47.65,30.3,30.73,44.31,35.72,74.79,40.46
2001,1.6314,3.003,49.7,2.1266,843.99,1073.04,454.17,451.14,20.32,3.003,1073.04,454.17,147,150,2.0887,1.8319,2.4502,1.5346,2.5999,444,2.1132,20.91,1.3624,0.9319,2.4502,1073.04,454.17,451.14,0.5193,18.7,3.003,49.7,49.7,2.1266,2.1266,41.16,71.74,74.25,33.45,44.07,60.89,52.08,44.29,62.54
2002,2.3463,2.879,47,0.1172,1374.09,1026.68,452.69,445.34,18.02,2.879,1026.68,452.69,148,150,2.1968,2.3346,1.749,1.991,0.3455,442.82,2.6605,21.66,2.5055,1.4655,1.749,1026.68,452.69,445.34,1.3524,18.22,2.879,47,47,0.1172,0.1172,56.94,79.41,53.37,55.54,41.05,40.69,68.79,31.24,69.73
2003,2.322,3.289,12.2,2.3372,1267.86,1177.72,456.43,440.35,19.93,3.289,1177.72,456.43,149,150,1.6322,2.3202,1.8587,2.2537,1.7784,455.17,0.5543,19.17,0.7279,0.5564,1.8587,1177.72,456.43,440.35,1.564,19.27,3.289,12.2,12.2,2.3372,2.3372,70.8,48.75,73.23,34.01,78.17,62.1,37.64,33.68,42.49
2004,1.92,3.2413,48.6,0.331,1261.09,810.99,457.02,443.23,21.06,3.2413,810.99,457.02,150,150,2.14,2.3601,2.2868,2.005,1.5051,448.47,0.6092,19.21,1.0799,2.5898,2.2868,810.99,457.02,443.23,2.7308,20.01,3.2413,48.6,48.6,0.331,0.331,76.06,73.18,45.75,33.82,48.3,62.07,51.97,43.63,75.64
2005,1.7043,2.9406,40.2,1.5662,1184.47,1356.74,458.91,451.37,18.65,2.9406,1356.74,458.91,151,150,2.4908,2.4008,1.7668,1.8911,1.7037,455.53,1.4125,21.39,0.6373,0.6783,1.7668,1356.74,458.91,451.37,0.4483,19.8,2.9406,40.2,40.2,1.5662,1.5662,75.74,58.28,61.88,50.39,60.64,49.99,79.2,32.82,36.81
2006,1.8858,2.9665,18.2,0.6413,1073.32,816.24,441.67,456.28,20.09,2.9665,816.24,441.67,152,150,2.4099,1.7445,1.51,1.8051,1.6609,442.67,1.0054,21.26,0.2133,0.8338,1.51,816.24,441.67,456.28,1.068,21.2,2.9665,18.2,18.2,0.6413,0.6413,65.08,54.42,63.35,60.46,33.18,57.62,73.76,38.21,42.29
2007,1.7525,3.4842,48.3,1.6493,1006.2,1139.36,440.44,443.37,19.41,3.4842,1139.36,440.44,153,150,2.2091,1.8327,1.9552,2.1598,2.4593,440.79,2.9968,21.64,0.9263,2.7497,1.9552,1139.36,440.44,443.37,1.3165,20.61,3.4842,48.3,48.3,1.6493,1.6493,33.24,61.31,62.91,34.41,31.33,49.35,65.86,35.12,49.41
2008,2.4113,3.2146,16,2.3869,848.92,1160.07,458.92,447.56,18.08,3.2146,1160.07,458.92,103,151,2.1083,2.1304,2.2903,1.9241,0.983,457.25,2.8034,20.26,2.7232,1.3353,2.2903,1160.07,458.92,447.56,0.4384,20.8,3.2146,16,16,2.3869,2.3869,42.96,51.7,40.53,39.22,62.9,46.38,46.11,45.95,55.08
2009,2.4709,3.0418,41.4,0.9798,1472.86,1276.94,457.52,453.18,20.84,3.0418,1276.94,457.52,104,151,1.595,2.4672,2.4569,2.3413,0.0326,453.03,1.4757,19.47,1.2374,0.9338,2.4569,1276.94,457.52,453.18,2.5065,18.33,3.0418,41.4,41.4,0.9798,0.9798,53.88,64.38,79.15,32.83,35.43,66.48,34.45,31.39,32.12
2010,2.0008,3.4121,18.8,1.5424,1479.77,1051.22,459.76,455.42,18.94,3.4121,1051.22,459.76,105,151,2.1622,2.4812,1.908,1.99,1.0978,449.64,2.2176,19,2.835,2.7619,1.908,1051.22,459.76,455.42,1.3116,18.75,3.4121,18.8,18.8,1.5424,1.5424,76.06,78.46,64.96,40.33,62.97,74.69,54.75,48.4,38.85
2011,1.6068,2.9052,37.9,1.6265,1301.61,979.85,449.27,441.47,21.75,2.9052,979.85,449.27,106,151,2.2522,1.6558,1.8633,1.8696,1.3487,453.95,2.0757,21.34,0.9267,1.1789,1.8633,979.85,449.27,441.47,1.7219,19.64,2.9052,37.9,37.9,1.6265,1.6265,36.11,41.59,59.73,61.02,72.5,55.15,36.06,63.17,33.23
2012,2.2814,3.1422,17.6,2.201,1407.89,1452.26,452.42,451.33,20.65,3.1422,1452.26,452.42,107,151,2.4575,1.9144,1.5131,1.7382,2.6772,454.12,1.5441,21.05,1.7085,2.7904,1.5131,1452.26,452.42,451.33,2.2798,21.53,3.1422,17.6,17.6,2.201,2.201,31.69,60.93,73.37,64.99,55.7,78.42,55.93,39.66,56.67
2013,1.7097,2.8214,43.8,0.1528,1268.03,1277.62,440.93,440.46,21.08,2.8214,1277.62,440.93,108,151,2.2033,2.0617,2.4576,1.5452,1.5634,449.54,1.3513,18.74,2.3541,0.6437,2.4576,1277.62,440.93,440.46,2.6405,20.48,2.8214,43.8,43.8,0.1528,0.1528,59.22,47.2,41.76,49.74,55.63,35.96,61.37,78.58,57.81
2014,1.6806,3.2325,28.7,2.1537,908.7,1033.25,453.4,444.5,20.93,3.2325,1033.25,453.4,109,151,1.8207,2.3448,1.901,2.1237,0.4227,457.77,1.5505,20.19,1.7618,1.7945,1.901,1033.25,453.4,444.5,0.7561,20.65,3.2325,28.7,28.7,2.1537,2.1537,76.11,69.02,76.49,62.32,64.46,40.55,64.95,74.92,71.96
2015,1.7172,2.8248,13.2,0.1017,1039.34,835.25,449.84,452.36,21.05,2.8248,835.25,449.84,110,151,2.2225,1.8267,2.0697,2.4212,2.6017,441.08,0.9315,18.66,2.9779,2.329,2.0697,835.25,449.84,452.36,1.543,19.81,2.8248,13.2,13.2,0.1017,0.1017,71.73,37.46,37.87,30.78,56.35,65.9,65.94,50.48,39.1
2016,2.4458,3.2557,33.1,2.2593,1367.4,1293.48,440.72,448.43,19.43,3.2557,1293.48,440.72,111,151,2.3728,1.9868,2.3214,2.433,0.9846,459.89,2.4605,20.43,0.2098,1.396,2.3214,1293.48,440.72,448.43,0.3946,20.07,3.2557,33.1,33.1,2.2593,2.2593,36.06,38.73,54.06,40.67,68.97,55.71,59.26,33.18,76.14
2017,1.6187,2.9342,47.5,0.6153,1372,838.88,450.46,443.23,18.69,2.9342,838.88,450.46,112,151,2.1513,1.9746,2.4878,2.1204,2.6914,444.11,1.3503,20.97,0.7159,1.3242,2.4878,838.88,450.46,443.23,2.3886,18.2,2.9342,47.5,47.5,0.6153,0.6153,36.96,62.11,35.25,77.46,69.62,68.31,77.26,74.22,77.24
2018,2.179,3.0724,25,0.5431,1448.67,954.3,443.77,453.8,18.42,3.0724,954.3,443.77,113,151,2.403,2.2797,2.3676,2.3161,1.1181,455.78,2.8412,18.04,1.0804,2.0709,2.3676,954.3,443.77,453.8,1.523,20.56,3.0724,25,25,0.5431,0.5431,58.31,34.25,49.66,61.09,41.95,70.36,46.29,66.46,65.75
2019,1.5846,3.0525,38.2,0.0201,1211.74,880.47,452.81,444.05,20.41,3.0525,880.47,452.81,114,151,1.5905,2.1278,2.2415,1.9162,0.5923,459.77,1.347,18.98,2.4118,2.7589,2.2415,880.47,452.81,444.05,2.7319,19.78,3.0525,38.2,38.2,0.0201,0.0201,73.45,72.98,73.08,69.74,57.09,74.58,55.11,45.86,31.66
2020,1.8477,3.4637,40.1,1.3441,1443.59,820.11,446.79,455.86,21.83,3.4637,820.11,446.79,115,151,1.6379,1.7862,2.0258,1.6369,1.2027,447.72,1.5584,21.9,2.642,0.9278,2.0258,820.11,446.79,455.86,1.7647,21.75,3.4637,40.1,40.1,1.3441,1.3441,39.2,59.5,74.36,53.16,64.69,36.41,68.56,57.62,61.51
2021,2.3744,3.3823,33.7,2.8778,815.13,1364.92,447.22,449.34,19.15,3.3823,1364.92,447.22,116,151,1.7684,2.4161,1.9408,1.8031,1.9954,455.13,0.375,21.59,2.2373,2.7424,1.9408,1364.92,447.22,449.34,1.4741,21.3,3.3823,33.7,33.7,2.8778,2.8778,57.81,42.92,65.4,75.07,59.7,65.16,73.37,35.41,43.33
2022,1.8669,3.4719,27.2,1.3711,1127.35,1178.41,458.83,446.39,19.82,3.4719,1178.41,458.83,117,151,2.4108,1.6022,2.1226,2.3933,1.9837,442.12,1.0901,18.5,0.6709,1.0522,2.1226,1178.41,458.83,446.39,1.4549,19.26,3.4719,27.2,27.2,1.3711,1.3711,61.41,50.86,79.42,53.33,32.93,41.17,70.7,39.26,33.66
2023,2.221,3.1931,21.1,2.1115,875.03,1369.33,447.95,455.91,21.59,3.1931,1369.33,447.95,118,151,2.3006,1.699,2.0735,1.9763,2.3422,454.95,2.024,19.3,0.559,2.1801,2.0735,1369.33,447.95,455.91,0.1741,19.37,3.1931,21.1,21.1,2.1115,2.1115,48.64,41.43,35.38,63.68,72.63,57.7,64.73,35.84,45.92
2024,1.9219,2.8122,25.8,1.2696,1130.17,1076.44,452.75,442.48,20.4,2.8122,1076.44,452.75,119,151,1.7718,2.2303,2.3159,1.8133,2.0856,446.49,0.5744,21.23,2.7578,0.5858,2.3159,1076.44,452.75,442.48,1.4761,18.75,2.8122,25.8,25.8,1.2696,1.2696,32.13,41.31,52.03,79.52,43.98,67.32,67.36,51.16,36.93
2025,1.6544,3.3704,41.8,1.2659,962.82,1051,441.05,451.98,18.28,3.3704,1051,441.05,120,151,1.9905,2.3652,2.0172,2.281,1.3993,443.63,1.5376,20.2,0.6386,1.3996,2.0172,1051,441.05,451.98,1.733,20.93,3.3704,41.8,41.8,1.2659,1.2659,74.54,50.51,40.69,44.81,66.01,43.36,77.71,68.99,55.18
2026,1.8948,3.1591,18.8,1.069,1091.67,1172.48,451.71,447.3,21.2,3.1591,1172.48,451.71,121,151,2.2446,2.1157,1.6405,2.3452,0.8252,440.75,1.5005,18.42,0.0534,2.5399,1.6405,1172.48,451.71,447.3,1.587,18.47,3.1591,18.8,18.8,1.069,1.069,55.77,43.33,67.74,63.83,45.72,70.69,39.15,53.57,77.38
2027,1.5454,3.1029,10.2,1.9789,878.6,1225.64,451.46,440.47,19.6,3.1029,1225.64,451.46,122,151,1.9244,2.356,1.633,1.9451,0.9558,440.48,1.2271,19.2,2.7716,1.3082,1.633,1225.64,451.46,440.47,2.0356,21.2,3.1029,10.2,10.2,1.9789,1.9789,51.71,46.5,78.96,31.48,32.02,79.66,40.89,39.13,54.81
2028,2.328,2.8381,38.7,2.9544,855,1174.79,450.49,454.85,21.6,2.8381,1174.79,450.49,123,151,1.7651,1.8162,1.514,1.5221,0.9331,450.64,1.2786,18.95,2.6629,1.7137,1.514,1174.79,450.49,454.85,1.4797,19.45,2.8381,38.7,38.7,2.9544,2.9544,60.75,58.15,38.32,34.48,68.02,49.77,76.39,62.34,42.11
2029,1.8712,3.2461,24.6,2.0718,1337.52,1305.15,454.41,459.84,20.5,3.2461,1305.15,454.41,124,151,1.5969,2.202,2.1652,2.1077,2.0467,454.03,2.565,19.19,2.2651,1.2852,2.1652,1305.15,454.41,459.84,2.423,21.52,3.2461,24.6,24.6,2.0718,2.0718,66.19,65.67,50.16,69.77,44.56,39.87,61.59,71.47,73.75
2030,1.8974,3.2035,12.8,1.3032,981.35,1194.71,452.64,446.86,21.33,3.2035,1194.71,452.64,125,151,1.8501,1.9266,1.8538,1.9661,1.3937,444.12,0.9871,21.04,2.9177,1.4703,1.8538,1194.71,452.64,446.86,2.0681,21.91,3.2035,12.8,12.8,1.3032,1.3032,71.72,39.86,51.43,61.7,76.38,62.56,38.76,58.13,30.98
2031,1.8506,3.2617,39.1,1.012,978.32,812.94,450.96,447.64,18.93,3.2617,812.94,450.96,126,151,1.5409,1.9944,2.0581,2.2985,0.8911,445.38,0.2289,20.15,2.0732,0.5815,2.0581,812.94,450.96,447.64,1.826,20.44,3.2617,39.1,39.1,1.012,1.012,52.81,43.97,66.73,73.97,52.17,30.11,58.32,66.45,42.66
2032,1.6789,3.0281,27.8,0.5018,1418.81,967.58,455.93,441.66,18.4,3.0281,967.58,455.93,127,151,2.1837,2.427,1.5329,1.94,1.5359,459.65,2.164,18.06,2.7278,0.3183,1.5329,967.58,455.93,441.66,2.9762,20.75,3.0281,27.8,27.8,0.5018,0.5018,30.6,33.4,72.57,51.26,41.84,51.62,41.87,67.3,67.79
2033,1.7863,3.4294,30.9,0.1808,1313.99,996.22,449.37,443.05,20.38,3.4294,996.22,449.37,128,151,2.2782,1.9837,1.5166,2.442,2.2808,454.23,0.6335,19.71,2.5388,0.2823,1.5166,996.22,449.37,443.05,1.9615,19.99,3.4294,30.9,30.9,0.1808,0.1808,46.76,56.59,59.27,36.65,42.13,33.59,59.94,40.69,76.25
2034,1.6551,3.1051,14.6,1.803,1284.38,1499.61,450.81,442.73,20.39,3.1051,1499.61,450.81,129,151,1.6294,2.0601,2.0584,2.2406,0.8696,458.16,0.7037,20.37,2.1202,0.2807,2.0584,1499.61,450.81,442.73,1.7207,20.41,3.1051,14.6,14.6,1.803,1.803,42.73,74.74,65.03,44.89,51.24,50.61,66.77,36.76,48.06
2035,2.3941,3.4728,32.6,2.2479,1310.59,1033.44,450.18,444.71,18.39,3.4728,1033.44,450.18,130,151,1.9191,2.0814,2.4024,1.7678,2.8538,458.74,2.1878,19.84,0.865,2.9232,2.4024,1033.44,450.18,444.71,0.2856,21.91,3.4728,32.6,32.6,2.2479,2.2479,30.41,59.77,40.38,39.11,67.47,68.21,46.01,34.06,74.36
2036,1.6029,3.2209,40.5,2.0902,1223.46,1046.63,449.03,444.46,19.92,3.2209,1046.63,449.03,131,151,1.8137,1.5189,1.5587,1.7875,1.6577,458.59,2.0697,21.81,1.0903,2.928,1.5587,1046.63,449.03,444.46,1.4066,20.14,3.2209,40.5,40.5,2.0902,2.0902,33.54,64.62,30.44,30.5,48.84,35.4,73.37,34.85,75.06
2037,2.1081,3.1304,43.4,1.3039,904.03,1135.02,442.34,442.72,20.84,3.1304,1135.02,442.34,132,151,2.4352,1.7242,1.8368,2.0445,0.2912,454.99,1.1897,19.06,0.6291,0.029,1.8368,1135.02,442.34,442.72,1.651,19.84,3.1304,43.4,43.4,1.3039,1.3039,50.03,76.25,51.74,68.27,73.46,33.22,35.29,30.02,52.12
2038,1.7053,2.8298,32.9,2.1267,1393.89,1306.28,451.85,458.11,20.61,2.8298,1306.28,451.85,133,151,2.292,2.2526,1.7343,2.1034,0.3662,446.79,0.1362,20.84,0.574,0.4555,1.7343,1306.28,451.85,458.11,0.6419,20.75,2.8298,32.9,32.9,2.1267,2.1267,57.72,39.34,30.18,51.9,47.31,42.5,71.66,68.64,44.52
2039,2.0646,2.9972,45.9,2.615,1077.23,1070.38,445.49,447.51,20.95,2.9972,1070.38,445.49,134,151,1.7976,2.3466,1.6533,1.7935,0.6639,448.94,0.4836,19.99,1.0112,0.3256,1.6533,1070.38,445.49,447.51,0.3868,20.86,2.9972,45.9,45.9,2.615,2.615,69.48,55.02,45.16,34.72,60.37,49,30.19,37.61,61.14
2040,2.0549,3.0469,41.6,1.3996,889.21,843.76,441.97,447.94,19.35,3.0469,843.76,441.97,135,151,1.8672,1.5897,1.6292,1.5533,1.9327,445.54,0.5698,19.02,0.251,2.0491,1.6292,843.76,441.97,447.94,1.1319,18.98,3.0469,41.6,41.6,1.3996,1.3996,55.18,58.53,30.22,43.66,39.92,41.57,37.36,74.23,53.41
2041,1.5112,2.8159,12,1.3207,1040.57,1148.62,447.6,449.43,21.47,2.8159,1148.62,447.6,136,151,1.9891,1.5653,1.6711,1.8948,1.0192,442.22,1.8843,20.05,2.4331,2.9145,1.6711,1148.62,447.6,449.43,2.192,18.84,2.8159,12,12,1.3207,1.3207,62.25,64.46,31.27,58.94,59.63,65.77,59.5,61.6,72.05
2042,2.3309,2.9279,26.6,0.9436,1082.6,1388.1,441.38,445.51,21.39,2.9279,1388.1,441.38,137,151,2.264,1.9803,1.8118,2.1544,2.8566,443.22,1.8668,19.53,2.5149,1.4723,1.8118,1388.1,441.38,445.51,0.7966,20.68,2.9279,26.6,26.6,0.9436,0.9436,53.74,63.31,65.71,51.98,30.71,43.01,35.35,52.74,41.36
2043,1.7915,3.2283,29,1.851,1443.72,1113.17,443.63,456.97,21.26,3.2283,1113.17,443.63,138,151,2.134,1.6753,1.8883,1.9479,1.9279,440.01,0.7744,21.09,2.7662,2.9176,1.8883,1113.17,443.63,456.97,0.4753,20.22,3.2283,29,29,1.851,1.851,46.51,59.69,64.76,54.27,63.51,51.72,68.28,57.71,65.71
2044,1.7036,3.4707,45.4,2.3668,1221.52,916.61,448.81,450.33,18.23,3.4707,916.61,448.81,139,151,1.7405,2.2258,2.1021,2.4084,1.4923,453.44,1.1008,19.04,0.0495,0.612,2.1021,916.61,448.81,450.33,0.276,20.69,3.4707,45.4,45.4,2.3668,2.3668,62.18,68.59,32.77,39.45,73.44,62.75,77.23,31.61,37.23
2045,1.8025,3.2757,32.7,1.443,1177.49,808.98,449.78,440.04,20.43,3.2757,808.98,449.78,140,151,2.095,2.4937,2.3435,1.6368,2.6618,446.27,0.2726,21.38,1.1761,2.5671,2.3435,808.98,449.78,440.04,1.9555,18.89,3.2757,32.7,32.7,1.443,1.443,48.06,72.46,45.6,53.97,45.25,48.35,62.53,59.6,47.94
2046,2.2312,3.4932,29.2,1.5157,953.79,978.82,448.45,444.83,21.96,3.4932,978.82,448.45,141,151,1.8581,1.6053,1.9944,1.9466,2.8126,452.11,0.6849,20.12,1.2261,2.7157,1.9944,978.82,448.45,444.83,1.7511,21.85,3.4932,29.2,29.2,1.5157,1.5157,58,33.54,73.23,67.37,70.43,54.12,76.19,33.57,57.58
2047,1.9695,3.0712,31.4,0.7823,892.58,992.55,454.04,450.8,20.75,3.0712,992.55,454.04,142,151,2.4648,2.423,1.8867,1.9107,1.1426,440.76,2.8056,20.88,1.9061,1.1666,1.8867,992.55,454.04,450.8,2.7778,18.86,3.0712,31.4,31.4,0.7823,0.7823,60.1,56.78,62.53,51.38,44.09,61.22,51.62,67.48,36.15
